Date / Time,City,State,Shape,Duration,Summary,Posted
11/11/2020 19:00,Rogue River,OR,Light,30 seconds,"I was looking North at the Big Dipper and North Star, when I spotted a object that was white or a bright light appear to the West at ap",1/19/21
11/11/2020 18:19,Cedar Hill,TX,Disk,2-3 minutes,Was smoking on my patio as was looking at the sky toward East northeast Dallas and I saw an shining object first assumed it’s is a pla,12/23/20
11/11/2020 18:00,Mission,KS,Sphere,2 seconds,"Fast moving, bright white spherical object.",12/23/20
11/11/2020 18:00,Scappoose,OR,,45 sec,,12/23/20
11/11/2020 16:13,Laguna Hills,CA,Circle,13 minutes,Red lights were going inside two red crafts,12/23/20
11/11/2020 16:13,Laguna Hills,CA,Circle,13 minutes,"It lasted for 13 minutes, moved and then disappeared",12/23/20
11/11/2020 15:26,Playa Del Rey,CA,Disk,1 seconds,"For the last 300 days , the LAPD helicopter in marina del Rey , los angels has been chasing a small 10 inch uncatchable copper disc. I",12/23/20
11/11/2020 15:00,Roseburg,OR,Unknown,3 minutes,Truly deafening ship heard overhead.,12/23/20
11/11/2020 11:11,Planet Earth,,Other,Forever,It's a bit sad.,12/23/20
11/11/2020 10:11,West Lorne (Canada),ON,Disk,10:14,I was walking my dog around 10am when my normally well behaved dog began to act strange. I got her under control happen to look up and,12/23/20
11/11/2020 6:20,Malone,NY,Cylinder,25 seconds,Cylinder shaped object in sky.,12/23/20
11/11/2020 6:15,Cottonwood,AZ,Light,15 minutes,At approx 6:15 am I was getting off work when I witnessed a large orange light going very fast in Northern direction by verde valley me,12/23/20
11/11/2020 5:45,Santa Claus,IN,,,MADAR Node 114,12/23/20
11/10/2020 23:45,Raymore,MO,Triangle,10 minutes,Massive triangular craft seen hovering/twisting. Fast blinking lights that blinked in rhythmic procession. Seemed absolutely massive. D,12/23/20
11/10/2020 23:43,Raymore,MO,Triangle,5 minutes,3 Pulsating Lights Hovering in Night Sky,12/23/20
11/10/2020 23:37,Belton,MO,Triangle,3 minutes,A black massive triangle shaped ufo with blinking orangish lights on each corner (3) was slowly hovering from the west heading east. Th,12/23/20
11/10/2020 22:10,McClure,PA,Light,15+ minutes,“Star”-like object moves around in one place and seems to be searching.,12/23/20
11/10/2020 21:00,Hendersonville,TN,Disk,1 hour,Me and a buddy of mine were walking to his place around 8:45PM.the neighborhood we were in was well lit so you could see in the sky wel,12/23/20
11/10/2020 19:43,Williams,AZ,Oval,30 seconds,"With a group of 5 people star watching in Williams, Arizona. We tracked two satellites and saw two shooting stars, when we noticed dire",12/23/20
11/10/2020 18:40,Reseda,CA,Light,10 seconds,I saw a distant light that sped off much faster than any normal aircraft.,12/23/20
11/10/2020 11:54,Jonesboro,AR,,,MADAR Node 143,12/23/20
11/10/2020 9:00,Oxnard,CA,,10 seconds,((NUFORC Note: Source of report provides no information. PD)),12/23/20
11/10/2020 8:00,Painesville,OH,Sphere,3 seconds,I was working my food delivery job and I just got finished dropping off my last delivery I was about to pull out but as I stopped I loo,12/23/20
11/10/2020 7:35,Filer,ID,Triangle,5 minutes,Two possible triangle objects hovering over near Highway 93/,12/23/20
11/10/2020 6:20,Grove City,OH,Light,3 minutes,bright satellite moving to the southeast ejecting a bright flash.,12/23/20
11/10/2020 6:19,Farmington Hills,MI,,,MADAR Node 144,12/23/20
11/10/2020 3:00,Esther,AK,Cigar,5 minutes,Large craft with several circular lights surrounding it.,12/23/20
11/09/2020 23:00,East Freedom,PA,Oval,10 minutes,The object observed was a very large oval/disc shaped aircraft that was hovering closer to the ground. The object was blinking red and,12/23/20
11/09/2020 22:14,Shirleysburg,PA,Triangle,~40 seconds,((NUFORC Note: Source of report provides no information. PD)),12/23/20
11/09/2020 21:00,Millstadt,IL,Triangle,30 seconds,It was an absolute object...traingluar shaped with circular lights in the pockets of the triangle. I will never forget that night!,12/23/20
11/09/2020 20:30,Irvine,KY,Other,unknown,star shape high in the sky.it glittered at one of the edges.i was driving when i saw this huge 5 point star,12/23/20
11/09/2020 19:25,Indianapolis,IN,Light,Ongoing,Hundreds of flying orbs across indianapolis sky,12/23/20
11/09/2020 19:05,Pomona,NJ,Light,2-3 minutes,UFO sighting outside CVS.,12/23/20
11/09/2020 19:00,Kelly Crossroads,PA,Unknown,2-3 MIN,Something stationary with flashing green and white lights (think of a strobe light effect.),12/23/20
11/09/2020 19:00,Stockton,CA,Light,1 minute,5 very brights lights,12/23/20
11/09/2020 17:30,Milan,NY,,1 minute,3 light objects.,12/23/20
11/09/2020 17:20,New York,NY,Changing,15 seconds,UFO over Saratoga springs flying With erratic trajectory until it disappears mid air.,12/23/20
11/09/2020 17:15,Clarksville,NY,Triangle,45 seconds,3 ROUND BALLS OF WHITE LIGHT IN TRIANGLE PATTERN APPEARED MOVING ACROSS SKY,12/23/20
11/09/2020 5:30,West Suffield,CT,Triangle,30 seconds,Three bright lights in the shape of a triangle in the night sky that dissapeared one by one.,12/23/20
11/09/2020 5:00,Centennial,CO,Triangle,5 seconds,large black triangle,12/23/20
11/09/2020 2:25,Newburgh,IN,,,MADAR Node 142,12/23/20
11/08/2020 23:30,Alexander,NC,Cigar,2 hours,Watched a cigar shaped object with horizontal lights hovered in the East at a 25 degree inclination for 2 hours until clouds hid it.,12/23/20
11/08/2020 23:16,Hunter,NY,Light,2 days,Multi colored light. Can see faa red lights from planes passing under it. It moves around and not like satellites. Every Nov-Feb it sho,12/23/20
11/08/2020 21:48,Creede,CO,Unknown,20 minutes,"Craft over the mountains near Creede, Colorado e",12/23/20
11/08/2020 21:30,Columbia,MO,,,MADAR Node 46,12/23/20
11/08/2020 21:15,Oakdale,PA,Light,3 minutes,Possible UFO sighting in small town.,12/23/20
11/08/2020 19:25,Newington,CT,Disk,6 seconds,Bright white ring shape was hovering in the sky then dropped and flew away along the tree line.I was doing about 40mph at the time,12/23/20
11/08/2020 19:25,Harrisburg,PA,Circle,~30 seconds,Circle Floating,12/23/20
11/08/2020 19:00,Needham,MA,Triangle,20 seconds,Triangle/chevron shaped stationary craft still in the sky and than shot up out of the sky and disappeared,12/23/20
11/08/2020 18:44,Canal Winchester,OH,Disk,1.40 minutes,Yellow/Orange pulsating disk moving E to W at 10k foot.,12/23/20
11/08/2020 18:05,Kalamazoo,MI,Unknown,10,Strange Orange/Yellow Lights Sequential Aircraft North East Kalamazoo,12/23/20
11/08/2020 14:00,Huntington,WV,Changing,2 minutes,2 round objects in the sky.,12/23/20
11/08/2020 13:00,Palacios,TX,Circle,2 hours,White circle very slowly moving north seen by 4 people,12/23/20
11/08/2020 8:25,Dover,DE,Disk,scary,i heard i weird noise that flew over the house i look it wasn't a plane if was a disc shape aircraft i don't know it was a aircraft bec,12/23/20
11/08/2020 5:45,Fulton,NY,Formation,10-15 minutes,"A line of 16 ""craft"" moving from west to east, apparently in low earth orbit, dropped objects into the atmosphere. (Starlink??)",12/23/20
11/08/2020 3:00,Kirkland,QC,Fireball,45 minutes,"An orange fireball ascending from the sky going East at a 45 angle, then disappears and a new one reappears at the exact spot as before",12/23/20
11/07/2020 23:00,Visalia,CA,Circle,30 minutes,White balls of light swirling in a pattern overhead,12/23/20
11/07/2020 20:20,Portland,OR,Triangle,1 minute,Low Flying Cloacked Triangle UFO Over East Gresham,12/23/20
11/07/2020 19:12,Los Altos,CA,,2:00,"Live near Cupertino foothills, south of San Francisco, east of San Jose. The 2 main flight patterns out of sfo are heading south, highe",12/23/20
11/07/2020 19:12,Los Altos,CA,,2:00,((NUFORC Note: Source of report provides no information. PD)),12/23/20
11/07/2020 18:45,Evans,CO,Triangle,Steady,"Triangle shape created by 3 bright steady white lights/orbs over Evans, Colorado.",12/23/20
11/07/2020 18:00,Houston,TX,Sphere,5-7 minutes,"Spherical Orb UAP/UFO 11-7-2020 Houston, TX Video",1/19/21
11/07/2020 16:50,Plattekill,NY,Diamond,3 minutes,1 diamond shaped craft flew over my house. Made no sound at all. Wobbled a bit in the sky as it flew over. Followed the movement for a,12/23/20
11/07/2020 16:30,Helena,MT,,,MADAR Node 128,12/23/20
11/07/2020 11:30,Southaven,MS,Diamond,1-2 minutes,Southaven MS triangular UFO,12/23/20
11/07/2020 9:00,Essex,MD,Cigar,2 minutes,3 ufo were right in front of my eyes and I'd love to know who else might have seen the same thing!!!,12/23/20
11/07/2020 9:00,Essex,MD,Cigar,3 minutes,"It was as clear a sky as there can be,no clouds whatsoever. I just arrived at my destination to work. I got out the truck and looked up",12/23/20
11/07/2020 6:39,Garrettsville,OH,,,MADAR Node 64,12/23/20
11/07/2020 5:28,Arlington,VA,Light,20 minutes,"White ball-shaped light heading East along the Potomac River toward Washington, DC (not a plane or helicopter)",12/23/20
11/07/2020,Columbia,AL,Disk,8 seconds,"at Farley Nuclear plant, I was walking outside and saw a slow moving object flying at a slow speed not too far in the sky. It startled",12/23/20
11/06/2020 23:30,Lower Moreland,PA,Circle,1-2 hours,"I will make this as clear as possible. My name is [redacted] and I am a high school student. Last night at around 23:30, My two friends",12/23/20
11/06/2020 22:30,Grimsby (Canada),ON,Light,2-3 minutes,Light streaking across sky,12/23/20
11/06/2020 21:25,Oklahoma City,OK,Cigar,0.001,Fast moving white and green that disappears.,12/23/20
11/06/2020 21:20,Rochester,NH,Circle,1 second,Green orb over Rochester N.H.,12/23/20
11/06/2020 21:10,Manchester,NH,Unknown,4 seconds,Mysterious Green Light Zooms Off at the Speed of Light,12/23/20
11/06/2020 20:30,Rochester,NY,Circle,2 minutes,5 red orbs that pulsed or blinked above city slowly moving North,12/23/20
11/06/2020 18:58,Philadelphia,PA,Other,varies,Need to see for yourself,12/23/20
11/06/2020 18:20,Folsom,CA,Light,4 minutes,"Seven consecutive noiseless, extremely high altitude.single file in north easterly direction. ((Starlink satellites?))",12/23/20
11/06/2020 18:04,Hamburg,NY,Sphere,30 seconds,"I- along with another witness, noticed a fast moving sphere glowing white. The sphere was heading north towards the lake. We then notic",12/23/20
11/06/2020 17:00,Swampscott,MA,Light,3 minutes,Me and my girlfriend Witnessed to moving lights around the planet mars just when the sun went down. It looked like one light faded away,12/23/20
11/06/2020 15:30,North Charleston,SC,Rectangle,2 minutes,Bright white square-shaped craft with rounded corners and silver band hovers silently then disappears.,12/23/20
11/06/2020 15:20,Brno,,Changing,2 minutes,White shape changing object near airport,12/23/20
11/06/2020 6:00,Truro,IA,Cylinder,2-3 minutes,Metallic cylinder shape object zig-zagging across sky at a very high rate of speed.,12/23/20
11/05/2020 23:00,East Freedom,PA,Disk,2 minutes,"My fiance and I both witnessed this event and out of our many star gazing experiences, nothing ever came close to what we saw that nigh",12/23/20
11/05/2020 22:00,SOUTH BARRINGTON,IL,Light,1 hour,The sighting Starting at around 10:00 pm my brother and I filmed and took photos of a low flying light or craft hovering over our home.,12/23/20
11/05/2020 20:30,Vero Beach,FL,,3-4 minutes,I viewed a large bright object descending towards me in the dark night sky. Then it turned orange/red going in another direction with 2,12/23/20
11/05/2020 20:15,Cascade,ID,Light,40 minutes,"Points of light moving erratically in the sky, sometimes at great speed.",12/23/20
11/05/2020 19:15,Youngstown,OH,Triangle,1 minute,Boardman Ohio. As we drove down glenwood ave about 200ft in the sky was a triangle shaped craft that had lights on each corner and one,12/23/20
11/05/2020 19:15,Louisville,KY,Sphere,5 seconds,Blue moon falls right out of the sky,12/23/20
11/05/2020 19:00,Rutland,VT,Light,5 minutes,Pulled out of parking lot onto street & and saw 3 green lights in the sky ahead of me while driving. It caught my eye because it was un,12/23/20
11/05/2020 18:33,Georgetown,DE,Chevron,1 minute,"Chevron in Georgetown, DE",12/23/20
11/05/2020 18:32,Commack,NY,Oval,10-20 seconds,"At 632pm, on November 5th, myself and a coworker observed what we strongly believe was a ufo in the sky above commack NY on long island",12/23/20
11/05/2020 18:30,Spring Hill,FL,Circle,4,Large orange object in night sky,12/23/20
11/05/2020 18:30,kinston,NC,Unknown,30 seconds,"very fast high altitude orange light/craft with enormous rainbow shaped contrail,like tail of a comet",12/23/20
11/05/2020 18:29,Port St Lucie,FL,Fireball,10 seconds,Was driving home. Saw what looked like a red ball moving upward. I pulled out my smartphone and started recording. As I continued to lo,12/23/20
11/05/2020 18:27,New Haven,CT,Unknown,15 seconds,Silent object cut through clouds at a very rapid pace.,12/23/20
11/05/2020 18:27,Charleston,SC,Sphere,4 minutes,Red glowing half-sphere,12/23/20
11/05/2020 18:26,Morriston,FL,Disk,15 seconds,"Slow moving, then hovering red/orange glowing object in the sky",12/23/20
11/05/2020 18:24,Ocala,FL,Circle,1 minute,"When my 7 year old son and I were driving southbound on SW 62nd St and approximately route 200, I noticed a bright orange light to the",12/23/20
11/05/2020 18:00,Pine Grove,PA,Light,3 minutes,2 Lights Dancing in Sky,12/23/20
11/05/2020 13:37,Columbia,MO,,,MADAR Node 46,12/23/20
11/05/2020 11:37,New York,NY,,,MADAR Node 85,12/23/20
11/05/2020 11:03,Montrose,WV,Other,Ongoing,For well over a month now I have been seeing these orange or bright LED orbs where I live. My neighbor up the road has seen and managed,12/23/20
11/05/2020 9:07,Star Valley,AZ,,,MADAR Node 53,12/23/20
11/05/2020 8:36,Long Beach island blv,NJ,Triangle,20 seconds,Big triangular haze moving north gets to a busy street and disappears.,12/23/20
11/05/2020 5:45,Charlotte Amalie,,Light,1 minute,Eleven stars moving and then disappearing,12/23/20
11/05/2020 2:44,Newburgh,IN,,,"MADAR Node 142, 3 alerts",12/23/20
11/04/2020 23:45,Mt. Holly,NJ,Diamond,1 hour,While coming out side I decided to look up because it was clear I the saw this cloud looking group of lights in the sky so I put my gl,12/23/20
11/04/2020 22:00,Shelton,CT,Sphere,3 hours,I went to smoke a cigarette last night on my backporch and noticed a brighter orange colored star do I thought in the sky. I immediatel,12/23/20
11/04/2020 21:45,Edison,OH,Disk,5-10 minutes,"There was lights all around them which were bright, they were just hovering at first and when they took off it seemed quick.",12/23/20
11/04/2020 21:15,Lewiston,NY,Unknown,30 minutes,Moving in formation Snake Lights,12/23/20
11/04/2020 20:55,Kingman,AZ,Circle,5 seconds,Fighter jet chasing ufo,12/23/20
11/04/2020 19:30,Currie,MN,Circle,8 minutes,Meteor stops and changes direction and magnitude,12/23/20
11/04/2020 19:00,Omaha / Papillion,NE,Disk,2 minutes,Row of 20 or so lights evenly spaced over night sky,12/23/20
11/04/2020 18:47,Howell,MI,Unknown,10 minutes,Entity appeared night sky changed 4 times,12/23/20
11/04/2020 18:30,Raymond,NH,Flash,1 minute,Glowing object darts across sky followed by a bright white flash then vanished,12/23/20
11/04/2020 18:00,Riverside,CA,Other,20 seconds,Crescent moving NW over Riverside CA,12/23/20
11/04/2020 10:45,Crowley,CO,Circle,3-4 seconds,"Crowley, CO UFO",12/23/20
11/04/2020 8:30,San Tan Valley,AZ,Triangle,5 minutes,"I was driving down hunt highway, by chevron and barros, when we looked in the sky there were 3 lights high up in the air, 10 seconds la",12/23/20
